customerID;SeniorCitizen;tenure;Contract;PaymentMethod;MonthlyCharges;Churn;tenure_group;auto_payment
9755-JHNMN;No;49;Two year;Bank transfer (automatic);67.4;No;> 2 anos;Automatico
3981-QSVQI;No;8;Month-to-month;Bank transfer (automatic);19.7;No;< 1 ano;Automatico
2789-HQBOU;No;3;Month-to-month;Electronic check;80.35;No;< 1 ano;Manual
9424-CMPOG;No;9;Two year;Mailed check;19.6;No;< 1 ano;Manual
5067-WJEUN;No;67;Two year;Bank transfer (automatic);54.2;No;> 2 anos;Automatico
3450-WXOAT;No;46;Month-to-month;Credit card (automatic);45.2;No;> 2 anos;Automatico
9251-WNSOD;No;67;One year;Mailed check;75.1;No;> 2 anos;Manual
6974-DAFLI;No;55;One year;Electronic check;19.7;No;> 2 anos;Manual
2616-UUTFK;No;33;Month-to-month;Bank transfer (automatic);72.75;No;> 2 anos;Automatico
7064-JHXCE;No;62;Two year;Credit card (automatic);20.05;No;> 2 anos;Automatico
5103-MHMHY;No;1;Month-to-month;Mailed check;45.95;Yes;< 1 ano;Manual
7989-AWGEH;No;49;Month-to-month;Electronic check;39.2;No;> 2 anos;Manual
4373-VVHQL;No;1;Month-to-month;Electronic check;44.75;No;< 1 ano;Manual
4559-UWIHT;No;14;Month-to-month;Electronic check;82.65;No;1-2 anos;Manual
7268-IGMFD;Yes;18;Month-to-month;Bank transfer (automatic);93.9;No;1-2 anos;Automatico
1846-XWOQN;Yes;1;Month-to-month;Electronic check;70.15;Yes;< 1 ano;Manual
0235-KGSLC;No;1;Month-to-month;Credit card (automatic);85.55;Yes;< 1 ano;Automatico
6650-BWFRT;No;72;Two year;Credit card (automatic);117.15;No;> 2 anos;Automatico
9570-KYEUA;No;64;Two year;Credit card (automatic);99.25;No;> 2 anos;Automatico
6993-YGFJV;No;69;Two year;Bank transfer (automatic);112.55;No;> 2 anos;Automatico
2712-SYWAY;No;1;Month-to-month;Electronic check;25.7;No;< 1 ano;Manual
0730-BGQGF;No;71;Two year;Credit card (automatic);90.3;No;> 2 anos;Automatico
5498-IBWPI;No;66;One year;Credit card (automatic);49.4;No;> 2 anos;Automatico
9101-NTIXF;No;2;Month-to-month;Mailed check;19.4;No;< 1 ano;Manual
0013-SMEOE;Yes;71;Two year;Bank transfer (automatic);109.7;No;> 2 anos;Automatico
9314-QDMDW;No;11;One year;Electronic check;61.25;No;< 1 ano;Manual
9308-ANMVE;No;47;Month-to-month;Electronic check;55.3;No;> 2 anos;Manual
2884-GBPFB;No;35;Month-to-month;Electronic check;70.3;Yes;> 2 anos;Manual
3757-NJYBX;Yes;32;Month-to-month;Bank transfer (automatic);106.35;Yes;> 2 anos;Automatico
3413-DHLPB;No;60;Month-to-month;Bank transfer (automatic);103.75;No;> 2 anos;Automatico
7649-PHJVR;No;11;One year;Mailed check;19.5;No;< 1 ano;Manual
6114-TCFID;No;29;One year;Credit card (automatic);39.5;No;> 2 anos;Automatico
3787-TRIAL;No;21;Month-to-month;Electronic check;26.05;No;1-2 anos;Manual
2573-GYRUU;Yes;48;Month-to-month;Credit card (automatic);91.05;No;> 2 anos;Automatico
5156-UMKOW;No;3;Month-to-month;Mailed check;29.65;No;< 1 ano;Manual
1247-QBVSH;No;43;Month-to-month;Mailed check;50.2;No;> 2 anos;Manual
6734-GMPVK;No;5;Month-to-month;Electronic check;105.3;No;< 1 ano;Manual
9822-OAOVB;No;1;Month-to-month;Electronic check;55.45;No;< 1 ano;Manual
6161-ERDGD;No;71;One year;Electronic check;85.45;No;> 2 anos;Manual
1226-JZNKR;No;8;One year;Electronic check;19.8;No;< 1 ano;Manual
7318-EIVKO;No;8;Month-to-month;Electronic check;59.25;No;< 1 ano;Manual
3771-PZOBW;No;20;Month-to-month;Credit card (automatic);90.7;No;1-2 anos;Automatico
5136-KCKGI;No;33;One year;Mailed check;103.7;Yes;> 2 anos;Manual
8231-BSWXX;No;71;One year;Credit card (automatic);79.05;No;> 2 anos;Automatico
6486-LHTMA;Yes;31;One year;Electronic check;90.7;No;> 2 anos;Manual
4083-BFNYK;Yes;38;One year;Credit card (automatic);95;No;> 2 anos;Automatico
3722-WPXTK;No;1;Month-to-month;Electronic check;88.35;Yes;< 1 ano;Manual
7389-KBFIT;No;2;Month-to-month;Mailed check;30.25;No;< 1 ano;Manual
7176-WIONM;No;12;Month-to-month;Bank transfer (automatic);49.85;No;1-2 anos;Automatico
5141-ZUVBH;No;9;Month-to-month;Bank transfer (automatic);93;No;< 1 ano;Automatico
1089-HDMKP;Yes;11;Month-to-month;Electronic check;54.55;No;< 1 ano;Manual
7623-HKYRK;No;6;Month-to-month;Mailed check;19.7;No;< 1 ano;Manual
0310-SUCIN;No;71;One year;Bank transfer (automatic);84.8;No;> 2 anos;Automatico
5197-PYEPU;No;42;One year;Credit card (automatic);94.45;No;> 2 anos;Automatico
2929-ERCFZ;No;8;Month-to-month;Electronic check;94.2;Yes;< 1 ano;Manual
7548-SEPYI;No;5;Month-to-month;Electronic check;96.25;Yes;< 1 ano;Manual
8835-VSDSE;No;2;Month-to-month;Electronic check;70.7;Yes;< 1 ano;Manual
6619-RPLQZ;No;45;Two year;Mailed check;20.85;No;> 2 anos;Manual
3275-RHRNE;No;28;One year;Credit card (automatic);60;No;> 2 anos;Automatico
3503-TYDAY;No;43;Month-to-month;Electronic check;80.45;No;> 2 anos;Manual
6901-GOGZG;No;60;Two year;Electronic check;84.95;No;> 2 anos;Manual
1623-NLDOT;No;42;One year;Mailed check;33.55;Yes;> 2 anos;Manual
7021-XSNYE;No;7;Two year;Credit card (automatic);49.65;No;< 1 ano;Automatico
9621-OUPYD;No;25;One year;Bank transfer (automatic);20.2;No;> 2 anos;Automatico
9898-KZQDZ;Yes;40;Month-to-month;Credit card (automatic);94.55;Yes;> 2 anos;Automatico
8982-NHAVY;No;27;One year;Bank transfer (automatic);100.5;No;> 2 anos;Automatico
4307-KWMXE;No;10;Month-to-month;Electronic check;35.75;No;< 1 ano;Manual
0141-YEAYS;Yes;27;Month-to-month;Bank transfer (automatic);86.45;No;> 2 anos;Automatico
2450-ZKEED;No;11;One year;Bank transfer (automatic);53.8;No;< 1 ano;Automatico
3694-DELSO;No;4;Month-to-month;Credit card (automatic);38.55;No;< 1 ano;Automatico
3893-JRNFS;No;68;Month-to-month;Bank transfer (automatic);39.9;No;> 2 anos;Automatico
9603-OAIHC;Yes;1;Month-to-month;Electronic check;70.05;No;< 1 ano;Manual
1133-KXCGE;No;18;One year;Mailed check;20.1;No;1-2 anos;Manual
5236-PERKL;No;57;Two year;Bank transfer (automatic);112.95;Yes;> 2 anos;Automatico
0142-GVYSN;No;26;Month-to-month;Electronic check;20.3;No;> 2 anos;Manual
1049-FYSYG;No;17;Month-to-month;Credit card (automatic);35.65;No;1-2 anos;Automatico
7854-FOKSF;No;1;Month-to-month;Electronic check;35.9;Yes;< 1 ano;Manual
2519-FAKOD;No;38;Month-to-month;Bank transfer (automatic);99.25;Yes;> 2 anos;Automatico
8406-LNMHF;Yes;59;One year;Credit card (automatic);82.95;No;> 2 anos;Automatico
1821-BUCWY;No;30;Two year;Mailed check;55.65;No;> 2 anos;Manual
8263-JQAIK;Yes;2;Month-to-month;Mailed check;24.45;Yes;< 1 ano;Manual
0023-UYUPN;Yes;50;One year;Electronic check;25.2;No;> 2 anos;Manual
8314-DPQHL;No;9;One year;Mailed check;50.8;No;< 1 ano;Manual
1465-WCZVT;No;3;Month-to-month;Mailed check;19.65;No;< 1 ano;Manual
9481-SFCQY;No;14;Month-to-month;Credit card (automatic);59.8;No;1-2 anos;Automatico
6360-SVNWV;Yes;31;Month-to-month;Credit card (automatic);73.55;No;> 2 anos;Automatico
0567-GGCAC;No;7;Month-to-month;Electronic check;61.4;No;< 1 ano;Manual
7089-IVVAZ;No;8;Month-to-month;Bank transfer (automatic);103.35;Yes;< 1 ano;Automatico
8884-MRNSU;No;17;One year;Bank transfer (automatic);19.9;No;1-2 anos;Automatico
2171-UDMFD;No;32;Month-to-month;Credit card (automatic);19.45;No;> 2 anos;Automatico
9050-IKDZA;Yes;2;Month-to-month;Mailed check;81.5;No;< 1 ano;Manual
2205-YMZZJ;Yes;7;Month-to-month;Electronic check;84.8;Yes;< 1 ano;Manual
9802-CAQUT;No;72;Two year;Credit card (automatic);109.55;No;> 2 anos;Automatico
1254-IZEYF;Yes;31;Month-to-month;Electronic check;99.95;Yes;> 2 anos;Manual
0187-WZNAB;No;27;Month-to-month;Mailed check;74.4;No;> 2 anos;Manual
9492-TOKRI;No;18;Month-to-month;Credit card (automatic);90;Yes;1-2 anos;Automatico
1475-VWVDO;No;7;Month-to-month;Electronic check;74.9;No;< 1 ano;Manual
9221-OTIVJ;Yes;14;Month-to-month;Electronic check;104.85;Yes;1-2 anos;Manual
1357-MVDOZ;No;11;Month-to-month;Bank transfer (automatic);59.65;No;< 1 ano;Automatico
7602-MVRMB;No;72;Two year;Bank transfer (automatic);110.45;No;> 2 anos;Automatico
3325-FUYCG;No;28;One year;Electronic check;106.1;Yes;> 2 anos;Manual
5908-QMGOE;Yes;15;Month-to-month;Credit card (automatic);74.2;Yes;1-2 anos;Automatico
1197-BVMVG;Yes;4;Month-to-month;Electronic check;74.45;No;< 1 ano;Manual
5406-KGRMX;No;71;Two year;Electronic check;24.55;No;> 2 anos;Manual
8481-YYXWG;No;5;Month-to-month;Electronic check;89.35;Yes;< 1 ano;Manual
5968-HYJRZ;No;47;Two year;Mailed check;24.55;No;> 2 anos;Manual
5198-EFNBM;Yes;57;One year;Electronic check;90.65;No;> 2 anos;Manual
7516-GMHUV;Yes;50;Two year;Credit card (automatic);105.05;No;> 2 anos;Automatico
7140-ADSMJ;No;8;Month-to-month;Credit card (automatic);20.45;No;< 1 ano;Automatico
2230-XTUWL;No;48;Two year;Mailed check;19.55;No;> 2 anos;Manual
7706-YLMQA;No;70;One year;Bank transfer (automatic);19.7;No;> 2 anos;Automatico
2585-KTFRE;No;1;Month-to-month;Bank transfer (automatic);70.45;No;< 1 ano;Automatico
7994-UYIVZ;No;8;Month-to-month;Bank transfer (automatic);85.65;No;< 1 ano;Automatico
2609-IAICY;No;1;Month-to-month;Electronic check;77.15;Yes;< 1 ano;Manual
1740-CSDJP;No;1;Month-to-month;Bank transfer (automatic);35.25;Yes;< 1 ano;Automatico
7717-BICXI;No;60;Two year;Mailed check;20.55;No;> 2 anos;Manual
6559-RAKOZ;No;49;One year;Electronic check;97.95;No;> 2 anos;Manual
2636-OHFMN;No;4;Month-to-month;Electronic check;48.55;Yes;< 1 ano;Manual
4716-MRVEN;No;29;One year;Mailed check;20;No;> 2 anos;Manual
2143-LJULT;No;67;Two year;Credit card (automatic);25.25;No;> 2 anos;Automatico
1323-OOEPC;No;53;Month-to-month;Credit card (automatic);98.4;Yes;> 2 anos;Automatico
3200-MNQTF;No;67;Two year;Credit card (automatic);70.9;No;> 2 anos;Automatico
6164-HXUGH;No;6;Month-to-month;Mailed check;19.85;No;< 1 ano;Manual
5630-IXDXV;No;47;Month-to-month;Electronic check;106.35;No;> 2 anos;Manual
0320-DWVTU;No;53;Two year;Mailed check;99.5;No;> 2 anos;Manual
9135-MGVPY;No;69;Two year;Mailed check;84.7;No;> 2 anos;Manual
1212-GLHMD;No;3;Month-to-month;Mailed check;86.05;No;< 1 ano;Manual
7878-JGDKK;No;4;Month-to-month;Mailed check;44.55;No;< 1 ano;Manual
1088-AUUZZ;No;56;Two year;Credit card (automatic);75.85;No;> 2 anos;Automatico
0397-GZBBC;Yes;59;Month-to-month;Bank transfer (automatic);93.85;Yes;> 2 anos;Automatico
6614-YWYSC;Yes;61;Two year;Bank transfer (automatic);25;No;> 2 anos;Automatico
9588-OZDMQ;No;2;Month-to-month;Electronic check;45;No;< 1 ano;Manual
7641-EUYET;Yes;46;Month-to-month;Electronic check;100.7;Yes;> 2 anos;Manual
6476-EPYZR;No;12;Month-to-month;Mailed check;20.5;No;1-2 anos;Manual
9921-ZVRHG;No;14;Month-to-month;Electronic check;80.45;Yes;1-2 anos;Manual
1174-FGIFN;No;28;One year;Electronic check;90.45;No;> 2 anos;Manual
6620-HVDUJ;No;24;Month-to-month;Bank transfer (automatic);60.45;No;> 2 anos;Automatico
4701-MLJPN;No;31;Month-to-month;Electronic check;55.25;Yes;> 2 anos;Manual
1032-MAELW;No;68;One year;Electronic check;78.45;No;> 2 anos;Manual
7641-TQFHN;No;39;Two year;Mailed check;100.55;No;> 2 anos;Manual
1552-TKMXS;No;42;Month-to-month;Credit card (automatic);20.35;No;> 2 anos;Automatico
9206-GVPEQ;No;13;Month-to-month;Electronic check;54.45;Yes;1-2 anos;Manual
8622-ZLFKO;No;6;Month-to-month;Electronic check;90.75;No;< 1 ano;Manual
1596-BBVTG;No;35;Month-to-month;Credit card (automatic);75.35;Yes;> 2 anos;Automatico
6188-UXBBR;No;38;One year;Credit card (automatic);20.25;No;> 2 anos;Automatico
2333-KWEWW;No;18;Two year;Credit card (automatic);20.05;No;1-2 anos;Automatico
5702-SKUOB;No;4;Month-to-month;Mailed check;19.6;No;< 1 ano;Manual
1134-YWTYF;No;27;Month-to-month;Electronic check;53.8;No;> 2 anos;Manual
6061-GWWAV;No;41;One year;Mailed check;70.2;No;> 2 anos;Manual
0679-TDGAK;No;50;One year;Electronic check;75.5;No;> 2 anos;Manual
6585-WCEWR;No;72;Two year;Electronic check;20.35;No;> 2 anos;Manual
9067-YGSCA;No;70;One year;Credit card (automatic);26.05;No;> 2 anos;Automatico
9067-SQTNS;No;44;One year;Bank transfer (automatic);20.6;No;> 2 anos;Automatico
8433-WXGNA;No;2;Month-to-month;Electronic check;75.7;Yes;< 1 ano;Manual
1776-SPBWV;No;34;One year;Bank transfer (automatic);20.1;No;> 2 anos;Automatico
8735-SDUFN;Yes;72;Two year;Bank transfer (automatic);24.3;No;> 2 anos;Automatico
9668-PUGNU;No;71;Two year;Electronic check;24.5;No;> 2 anos;Manual
9405-GPBBG;No;64;Two year;Credit card (automatic);110.5;No;> 2 anos;Automatico
1926-QUZNN;No;72;Two year;Bank transfer (automatic);25.25;No;> 2 anos;Automatico
3707-GNWHM;No;1;Month-to-month;Mailed check;74.25;Yes;< 1 ano;Manual
7016-NVRIC;Yes;29;One year;Bank transfer (automatic);90.1;No;> 2 anos;Automatico
5829-NVSQN;No;23;One year;Bank transfer (automatic);68.75;No;1-2 anos;Automatico
9565-AXSMR;No;52;Two year;Mailed check;19.2;No;> 2 anos;Manual
8922-LIEGH;Yes;25;Month-to-month;Electronic check;89.7;Yes;> 2 anos;Manual
8869-LIHMK;No;64;Two year;Bank transfer (automatic);115.1;No;> 2 anos;Automatico
8245-UMPYT;Yes;16;Month-to-month;Electronic check;96.4;Yes;1-2 anos;Manual
5186-SAMNZ;Yes;1;Month-to-month;Bank transfer (automatic);69.5;Yes;< 1 ano;Automatico
0447-RXSGD;No;24;Month-to-month;Bank transfer (automatic);99.65;No;> 2 anos;Automatico
4927-WWOOZ;No;2;Month-to-month;Electronic check;91.45;No;< 1 ano;Manual
5788-YPOEG;No;34;Two year;Mailed check;84.75;No;> 2 anos;Manual
5373-SFODM;Yes;36;Month-to-month;Credit card (automatic);85.25;Yes;> 2 anos;Automatico
0661-KBKPA;No;53;One year;Mailed check;78.75;No;> 2 anos;Manual
9081-WWXKP;No;47;Two year;Credit card (automatic);20.25;No;> 2 anos;Automatico
0784-ZQJZX;No;72;Two year;Credit card (automatic);19.9;No;> 2 anos;Automatico
3133-PZNSR;No;72;Two year;Credit card (automatic);97.75;No;> 2 anos;Automatico
5766-ZJYBB;No;1;Month-to-month;Mailed check;19.4;Yes;< 1 ano;Manual
8931-GJJIQ;No;9;Month-to-month;Electronic check;83.3;Yes;< 1 ano;Manual
4277-PVRAN;No;8;Month-to-month;Bank transfer (automatic);80.1;Yes;< 1 ano;Automatico
0022-TCJCI;Yes;45;One year;Credit card (automatic);62.7;Yes;> 2 anos;Automatico
0722-SVSFK;No;7;Month-to-month;Electronic check;100.4;No;< 1 ano;Manual
3612-YVGSJ;No;71;Two year;Credit card (automatic);24.45;No;> 2 anos;Automatico
9825-YCXWZ;Yes;41;One year;Bank transfer (automatic);101.1;No;> 2 anos;Automatico
5397-NSKQG;No;67;Two year;Credit card (automatic);50.9;No;> 2 anos;Automatico
8565-HBFNN;No;69;One year;Credit card (automatic);107.2;No;> 2 anos;Automatico
2000-DHJUY;Yes;70;Two year;Bank transfer (automatic);92.2;No;> 2 anos;Automatico
0203-HHYIJ;No;25;One year;Bank transfer (automatic);25.3;Yes;> 2 anos;Automatico
8670-ERCJH;No;72;Two year;Bank transfer (automatic);113.4;No;> 2 anos;Automatico
7758-UJWYS;No;34;Two year;Electronic check;40.55;No;> 2 anos;Manual
2050-ONYDQ;No;65;Two year;Credit card (automatic);26;No;> 2 anos;Automatico
7055-JCGNI;No;70;Two year;Credit card (automatic);111.95;No;> 2 anos;Automatico
0739-UUAJR;No;72;Two year;Credit card (automatic);53.8;No;> 2 anos;Automatico
4826-DXMUP;No;35;One year;Mailed check;72.1;No;> 2 anos;Manual
0952-KMEEH;No;13;Month-to-month;Mailed check;98.15;Yes;1-2 anos;Manual
7285-KLOTR;No;12;One year;Electronic check;78.85;No;1-2 anos;Manual
0654-PQKDW;No;62;One year;Bank transfer (automatic);70.75;No;> 2 anos;Automatico
7175-NTIXE;No;25;Month-to-month;Credit card (automatic);76.15;No;> 2 anos;Automatico
7963-SHNDT;No;52;Two year;Mailed check;39.1;No;> 2 anos;Manual
9796-BPKIW;Yes;8;Month-to-month;Credit card (automatic);69.95;No;< 1 ano;Automatico
0188-GWFLE;No;2;Month-to-month;Mailed check;20.05;No;< 1 ano;Manual
8129-GMVGI;No;56;Two year;Mailed check;20.05;No;> 2 anos;Manual
2882-DDZPG;No;12;Month-to-month;Bank transfer (automatic);19.45;No;1-2 anos;Automatico
3547-LQRIK;No;47;One year;Electronic check;26.9;No;> 2 anos;Manual
9137-NOQKA;Yes;2;Month-to-month;Electronic check;19.2;No;< 1 ano;Manual
5843-TTHGI;No;18;Month-to-month;Mailed check;50;No;1-2 anos;Manual
1849-RJYIG;No;8;Month-to-month;Electronic check;60;No;< 1 ano;Manual
8868-GAGIO;No;45;Month-to-month;Mailed check;84.55;No;> 2 anos;Manual
4061-UKJWL;No;3;Month-to-month;Mailed check;45.45;No;< 1 ano;Manual
5380-XPJNZ;No;38;One year;Mailed check;20.05;No;> 2 anos;Manual
8263-QMNTJ;No;72;Two year;Electronic check;115.55;No;> 2 anos;Manual
8178-EYZUO;No;46;Month-to-month;Electronic check;93.7;Yes;> 2 anos;Manual
3230-JCNZS;No;71;Two year;Credit card (automatic);99;No;> 2 anos;Automatico
0277-ORXQS;No;66;Two year;Bank transfer (automatic);50.55;No;> 2 anos;Automatico
5130-IEKQT;Yes;25;Month-to-month;Mailed check;105.95;Yes;> 2 anos;Manual
3230-WYKIR;No;18;One year;Credit card (automatic);82;Yes;1-2 anos;Automatico
7996-BPXHY;No;13;Two year;Bank transfer (automatic);25;No;1-2 anos;Automatico
3227-WLKLI;No;65;Two year;Bank transfer (automatic);91.55;No;> 2 anos;Automatico
0407-BDJKB;No;60;Month-to-month;Electronic check;95.75;Yes;> 2 anos;Manual
2266-FUBDZ;No;15;Two year;Mailed check;19.35;No;1-2 anos;Manual
8237-ULIXL;No;72;Two year;Credit card (automatic);24.85;No;> 2 anos;Automatico
9600-UDOPK;No;30;Month-to-month;Credit card (automatic);94.05;Yes;> 2 anos;Automatico
8216-AZUUZ;No;42;Two year;Electronic check;100.4;No;> 2 anos;Manual
9153-BTBVV;No;71;Two year;Bank transfer (automatic);25;No;> 2 anos;Automatico
4074-SJFFA;No;1;Month-to-month;Mailed check;54.75;Yes;< 1 ano;Manual
3269-ATYWD;Yes;39;Month-to-month;Bank transfer (automatic);95.65;Yes;> 2 anos;Automatico
5186-PEIZU;No;35;Month-to-month;Bank transfer (automatic);19.25;No;> 2 anos;Automatico
1074-AMIOH;No;53;Month-to-month;Bank transfer (automatic);108.25;No;> 2 anos;Automatico
4910-GMJOT;No;1;Month-to-month;Electronic check;94.6;Yes;< 1 ano;Manual
0354-WYROK;Yes;31;Month-to-month;Electronic check;98.9;Yes;> 2 anos;Manual
4361-FEBGN;No;48;Two year;Credit card (automatic);20.15;No;> 2 anos;Automatico
7748-UMTRK;Yes;30;Month-to-month;Electronic check;101.3;No;> 2 anos;Manual
0380-ZCSBI;No;10;Month-to-month;Credit card (automatic);20;No;< 1 ano;Automatico
7145-FEJWU;No;12;Month-to-month;Electronic check;105.3;No;1-2 anos;Manual
6463-MVYRY;Yes;57;Two year;Bank transfer (automatic);69.85;No;> 2 anos;Automatico
3969-JQABI;No;58;Month-to-month;Credit card (automatic);65.25;No;> 2 anos;Automatico
9624-EGDEQ;No;37;Two year;Mailed check;19.8;No;> 2 anos;Manual
1051-EQPZR;No;44;Month-to-month;Mailed check;19.6;No;> 2 anos;Manual
5849-ASHZJ;No;27;One year;Credit card (automatic);20.05;No;> 2 anos;Automatico
5780-INQIK;No;8;Month-to-month;Electronic check;49.4;No;< 1 ano;Manual
7576-OYWBN;Yes;3;Month-to-month;Electronic check;76.05;Yes;< 1 ano;Manual
4526-ZJJTM;Yes;25;Month-to-month;Bank transfer (automatic);88.4;No;> 2 anos;Automatico
8384-FZBJK;No;57;Month-to-month;Electronic check;100.6;No;> 2 anos;Manual
3750-RNQKR;No;12;Month-to-month;Mailed check;19.45;No;1-2 anos;Manual
0962-CQPWQ;No;62;Two year;Bank transfer (automatic);20.3;No;> 2 anos;Automatico
3096-YXENJ;No;65;Two year;Bank transfer (automatic);107.65;No;> 2 anos;Automatico
1265-BCFEO;No;71;Two year;Bank transfer (automatic);80.45;No;> 2 anos;Automatico
5837-LXSDN;No;21;One year;Credit card (automatic);58.85;No;1-2 anos;Automatico
5945-AZYHT;No;71;One year;Electronic check;109.6;No;> 2 anos;Manual
8325-QRPZR;No;7;Month-to-month;Electronic check;75.15;No;< 1 ano;Manual
6384-VMJHP;No;72;Two year;Credit card (automatic);73;No;> 2 anos;Automatico
2262-SLNVK;No;1;Month-to-month;Electronic check;70.1;No;< 1 ano;Manual
7730-CLDSV;No;72;Two year;Bank transfer (automatic);98.65;No;> 2 anos;Automatico
1135-HIORI;No;64;One year;Electronic check;111.45;No;> 2 anos;Manual
0164-APGRB;No;72;Two year;Electronic check;114.9;No;> 2 anos;Manual
6481-ESCNL;No;29;Month-to-month;Bank transfer (automatic);100.55;No;> 2 anos;Automatico
1790-NESIO;No;13;Two year;Mailed check;20.4;No;1-2 anos;Manual
1550-EENBN;No;31;Month-to-month;Electronic check;104.35;No;> 2 anos;Manual
5539-TMZLF;Yes;1;Month-to-month;Electronic check;69.75;Yes;< 1 ano;Manual
4323-SADQS;No;7;Month-to-month;Electronic check;34.5;Yes;< 1 ano;Manual
4446-BZKHU;No;61;Month-to-month;Electronic check;105.55;Yes;> 2 anos;Manual
5202-IVJNU;No;39;Month-to-month;Credit card (automatic);30.1;Yes;> 2 anos;Automatico
5976-JCJRH;No;10;Month-to-month;Electronic check;70.3;Yes;< 1 ano;Manual
8198-RKSZG;No;14;Month-to-month;Credit card (automatic);80.45;No;1-2 anos;Automatico
0137-OCGAB;No;1;Month-to-month;Mailed check;80.2;Yes;< 1 ano;Manual
3351-NQLDI;No;67;One year;Credit card (automatic);94.35;Yes;> 2 anos;Automatico
9297-EONCV;No;72;Two year;Bank transfer (automatic);91.35;No;> 2 anos;Automatico
7593-JNWRU;No;6;Month-to-month;Bank transfer (automatic);44.6;Yes;< 1 ano;Automatico
4588-YBNIB;No;1;Month-to-month;Mailed check;19.6;Yes;< 1 ano;Manual
1069-QJOEE;No;25;One year;Electronic check;19.9;No;> 2 anos;Manual
3336-JORSO;Yes;33;Month-to-month;Electronic check;110.45;Yes;> 2 anos;Manual
7799-DSEWS;No;18;Month-to-month;Electronic check;68.35;No;1-2 anos;Manual
8766-PAFNE;No;71;Two year;Credit card (automatic);79.1;No;> 2 anos;Automatico
5315-CKEQK;Yes;28;One year;Electronic check;51;No;> 2 anos;Manual
3130-ICDUP;No;2;Month-to-month;Credit card (automatic);80.55;No;< 1 ano;Automatico
0820-FNRNX;No;17;Month-to-month;Mailed check;66.7;No;1-2 anos;Manual
0880-FVFWF;No;56;Month-to-month;Electronic check;86.4;No;> 2 anos;Manual
4611-ANLQC;No;60;One year;Electronic check;50.05;No;> 2 anos;Manual
4213-HKBJO;No;33;Two year;Credit card (automatic);25.7;No;> 2 anos;Automatico
2792-LSHWX;No;1;Month-to-month;Mailed check;83.4;No;< 1 ano;Manual
5028-GZLDO;No;2;Month-to-month;Credit card (automatic);70.7;Yes;< 1 ano;Automatico
0014-BMAQU;No;63;Two year;Credit card (automatic);84.65;No;> 2 anos;Automatico
6861-XWTWQ;Yes;7;Month-to-month;Electronic check;99.25;Yes;< 1 ano;Manual
9018-PCIOK;No;55;Two year;Mailed check;64.75;No;> 2 anos;Manual
4837-QUSFT;No;65;One year;Bank transfer (automatic);100.15;No;> 2 anos;Automatico
6877-TJMBR;No;1;Month-to-month;Electronic check;84.8;Yes;< 1 ano;Manual
9953-ZMKSM;No;63;Two year;Mailed check;25.25;No;> 2 anos;Manual
